Country,Institution,Type,Project,Amount (in USD),Financial Close,Region,Recipient Country,Recipient Subregion,Project Sponsor,Construction Company,Generator Manufacturer,Source 1,Notes,Source 2,Source 3,Sector Group,Sector,Plant Type,Total Project Value ,Status,Power Plant Size (MW) or Share ,Annual Emissions (MMTCO2),Lifetime Emissions (MMTCO2) ,Coal Mine Size (Mtpa) ,Full MW Size ,Parent Company,SSS Manufacturer,Turbine Manufacturer,Architechture/Engineering,GPPD ID,Latitude,Longitude,Location Source
Japan,Japan International Cooperation Agency (JICA),Other Public Financer,Laguna Colorada Geothermal Power Plant Second Stage (100MW),"$553,100,000 ",3/27/2017,Latin America & Caribbean,Bolivia,Sol de Mañana,,,,IJ Global: Project Finance and Infrastructure Journal,,https://www.jica.go.jp/english/news/press/2016/170327_02.html,,Renewables,Geothermal,,"$553,100,000 ",Financing,100,,,,100,,,,,,,,
Multilateral,European Investment Bank (EIB),Multilateral,KENYA POWER DISTRIBUTION LAST MILE CONNECTIVITY,"$70,443,000 ",3/27/2017,Sub-Saharan Africa,Kenya,"Africa, Caribbean, Pacific countries + OCT",KENYA POWER AND LIGHTING CO,,,http://www.eib.org/projects/loan/loan/20150640,,,,Renewables,T&D,,,Financial Close,,,,,,,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Egersund Wind Farm (112MW),,3/30/2017,Europe,Norway,,Luxcara,Veidekke and Bertelsen & Garpestad,Senvion,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,, N/A ,Financial Close,112,,,,112,KfW,,,,,,,
Multilateral,World Bank - IBRD/IDA,Multilateral,Shared Infrastructure for Solar Parks Project,"$75,000,000 ",3/30/2017,South Asia,India,,,,,World Bank Project Database Project Number: P154283,,http://projects.worldbank.org/P154283?lang=en&tab=details,,Renewables,Solar,,,Financial Close,,,,,,,,,,,,,
Multilateral,World Bank - International Finance Corporation,Multilateral,Clean Max Equity,"$15,000,000 ",3/31/2017,South Asia,India,The proceeds of the IFC investment will be used to fund the construction of green field solar projects across India.,"Founded in 2010, by first time entrepreneur, Kuldeep Jain, the Company has installed over 51 MW across onsite/rooftop (45 MW) and offsite/solar farm (6 MW) in 10 states for ~40 distinct clients. The Company has a pan India presence with five offices with projects in all major industrial clusters and over 90 employees. In June 2016, CMES has been recognized by Ministry of New and Renewable Energy for Excellence in the rooftop solar industry in both the Developer and EPC categories. Kuldeep Jain and his family own 79% of the company with rest being owned by the company management, employees and high net worth individuals.",CLEAN MAX ENVIRO ENERGY SOLUTIONS PRIVATE LIMITED,,World Bank Project Database Project number 38331,The proposed transaction is a quasi-equity investment in Clean Max Enviro Energy Solutions ('CMES' or the 'Company'). The Company is a Renewable Energy Service Company ('RESCO') providing solar solutions for commercial and industrial customers in India through both onsite and off-site facilities. The Company plans on commissioning more than 250 MW of solar projects over the next three years. IFC will invest up to US$15 million in Compulsorily Convertible Debentures. The proceeds of the IFC investment will be used to fund the construction of the proposed solar projects (the Project).,,,Renewables,Renewables,N/A, The proposed investment by IFC is in the form of Compulsorily Convertible Debentures in the Company of up to US$15 million. ,Financial Close,,,,,,,,,,,,,
India,Export Import Bank of India,Export Credit & Insurance,Rampal Maitree Coal Fired Power Plant (1320MW),"$1,600,000,000 ",4/1/2017,South Asia,Bangladesh,Rampal,Bangladesh India Friendship Power Company Ltd (BIFPCL): Power Development Board (PDB) & India's National Thermal Power Corporation (NTPC) ,BHEL,BHEL,http://www.observerbd.com/details.php?id=54610,"The $1.6 billion proceeds will be used for the construction and exploitation of the Maitree coal-fired power plant, located in Rampal Upazila of Bagerhat District, in Khulna, in south-western Bangladesh.  The plant will have two 660 MW coal-fired units, situated on an area of over 1834 acres of land. IJGlobal has not listed this project as having reached a financial close [6/26/2017]",https://ijglobal.com/data/transaction/35706/maitree-coal-fired-power-power-plant-1320mw,http://www.observerbd.com/details.php?id=36801,Coal Power Plant,Coal Power - New,Ultrasupercritical,"$1,600,000,000 ",Financial Close,1320,1.5,60,,,,,,,,,,
Multilateral,European Investment Bank (EIB),Multilateral,FINA ENERJI WIND POWER PLANTS (106MW),"$19,724,040 ",4/12/2017,Europe,Turkey,Enlargement Countries,FINA ENERJI HOLDING AS,,,http://www.eib.org/projects/loan/loan/20150575,,,,Renewables,Wind,,,Financial Close,53,,,,,,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,North Kent Wind I Wind Farm (100MW),"$47,320,000 ",5/4/2017,US and Canada,Canada,Ontario," Pattern Energy, Samsung, and Entegrus ",,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,"$231,160,000 ",Financial Close,11.11,,,,11.11,,,,,,,,
South Korea,Korea Development Bank,Other Public Financer,North Kent Wind I Wind Farm (100MW),"$37,460,000 ",5/4/2017,US and Canada,Canada,Ontario," Pattern Energy, Samsung, and Entegrus ",,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,"$231,160,000 ",Financial Close,11.11,,,,11.11,,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Noor PV I Solar Trio (177MW) PPP,"$65,000,000 ",5/10/2017,Middle East & North Africa,Morocco,, Acwa Power ,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financing,177,,,,177,,,,,,,,
Multilateral,Clean Technology Fund,Multilateral,Cerro Pabellon Geothermal Power Plant (75MW) Additional Facility,"$30,000,000 ",5/18/2017,Latin America & Caribbean,Chile,,Enel Green Power,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Geothermal,,"$30,000,000 ",Financial Close,75,,,,75,,,,,,,,
Multilateral,European Investment Bank (EIB),Multilateral,CDB CLIMATE ACTION FL II,"$118,000,000 ",5/22/2017,Multiple,Regional,"Africa, Caribbean, Pacific countries + OCT",Caribbean Development Bank,,,http://www.eib.org/projects/pipelines/pipeline/20160150,1 EUR = 1.18 USD,,,Renewables,Multiple,N/A,"$371,700,000 ",Signed,,,,,,,,,,,,,
Multilateral,Asian Development Bank (ADB),Multilateral,Telangana Solar PV Power Plant (48MW),"$25,400,000 ",5/23/2017,South Asia,India,"Andhra Pradesh, Gujarat, Jharkhand, Karnataka, Madhya Pradesh",ReNew Power,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,"Photovoltaic Solar, Onshore Wind",,"$52,110,000 ",Financial Close,48,,,,48,,,,,,,,
Multilateral,World Bank - International Finance Corporation,Multilateral,FRV Solar India ,"$35,640,000 ",5/31/2017,South Asia,India,Andhra Pradesh,"FRV, the Sponsor, is a global solar development company with a development portfolio of 1GW across emerging solar markets such as Australia, the Middle East, Africa and Latin America.&nbsp; FRV is fully owned by the Abdul Latif Jameel ('ALJ') group of Saudi Arabia",FOTOWATIO RENEWABLE VENTURES (INDIA) PRIVATE LIMITED,,World Bank Project Database Project number 39151,"This Project involves the development, financing, construction, operation and maintenance of 2 solar photovoltaic plants of 50 MW  ac  &nbsp;each for a combined capacity of 100 MW  ac&nbsp;  (136 MW  dc  ) in the Ananthapuramu Solar Park in Andhra Pradesh. The solar park is being developed by Andhra Pradesh Solar Park Corporation Limited, a joint venture between State Government and Solar Energy Corporation of India (SECI).&nbsp; &nbsp;The Project is being implemented under the Jawaharlal Nehru National Solar Mission program, Phase II Batch 3. The offtaker for the Project is SECI which will be selling the power to the AP state discoms through a Power Sale Agreement.&nbsp; &nbsp;The&nbsp;Projects&nbsp;will&nbsp;be&nbsp;domiciled&nbsp;in&nbsp;two&nbsp;special&nbsp;purpose&nbsp;companies&nbsp;incorporated&nbsp;in&nbsp;India&nbsp;wholly&nbsp;owned&nbsp;by&nbsp;an&nbsp;international&nbsp;developer&nbsp;-&nbsp;Fotowatio&nbsp;Renewable&nbsp;Ventures&nbsp;BV&nbsp;(FRV,&nbsp;the&nbsp;'Sponsor').",,,Renewables,Solar,N/A,"
The&nbsp;Project&nbsp;cost&nbsp;is&nbsp;estimated&nbsp;up
to US$141&nbsp;million,&nbsp;funded&nbsp;through&nbsp;75%&nbsp;debt&nbsp;and&nbsp;25%&nbsp;equity.&nbsp;IFC&nbsp;is&nbsp;subscribing&nbsp;to&nbsp;Non-Convertible&nbsp;Debentures&nbsp;of&nbsp;up&nbsp;to&nbsp;US$35.85&nbsp;million&nbsp;and&nbsp;mobilization&nbsp;of&nbsp;up&nbsp;to
US$69&nbsp;million.

",Financial Close,,,,,,,,,,,,,
Multilateral,World Bank - IBRD/IDA,Multilateral,Rural Electrification Project Stage II,"$4,000,000 ",5/31/2017,Oceania,Vanuatu,,,,,World Bank Project Database Project Number: P160658,,http://projects.worldbank.org/P160658?lang=en&tab=details,,Renewables,,,,Financial Close,,,,,,,,,,,,,
Multilateral,World Bank - IBRD/IDA,Multilateral,Djibouti: Sustainable Electrification Program,"$980,000 ",6/2/2017,Sub-Saharan Africa,Djibouti,,,,,World Bank Project Database Project Number: P158505,"Component 2: Technical Assistance, Capacity Building and Program Management (US$0.7 million from
IDA and US$0.28 million from EDD)",http://projects.worldbank.org/P158505?lang=en&tab=details,,Renewables,Renewables,,,Financial Close,,,,,,,,,,,,,
Multilateral,World Bank - IBRD/IDA,Multilateral,Niger Solar Electricity Access Project (NESAP),"$49,850,000 ",6/7/2017,Sub-Saharan Africa,Niger,,,,,World Bank Project Database Project Number: P160170,,http://projects.worldbank.org/P160170?lang=en&tab=details,,Renewables,Solar,,,Financial Close,,,,,,,,,,,,,
Multilateral,World Bank - IBRD/IDA,Multilateral,FCS RE Segou Solaire Mali Project,"$6,200,000 ",6/8/2017,Sub-Saharan Africa,Mali,,,,,World Bank Project Database Project Number: P148355,,http://projects.worldbank.org/P148355?lang=en&tab=details,,Renewables,Solar,,,Financial Close,,,,,,,,,,,,,
Multilateral,World Bank - IBRD/IDA,Multilateral,Rwanda Improved Cookstoves Project,"$5,737,500 ",6/8/2017,Sub-Saharan Africa,Rwanda,,,,,World Bank Project Database Project Number: P158411,"Renewable Energy Geothermal 25%
Renewable Energy Solar 25%
Renewable Energy Wind 25%",http://projects.worldbank.org/P158411?lang=en&tab=details,,Renewables,"Geothermal, Solar, Wind",,,Financial Close,,,,,,,,,,,,,
Canada,Export Development Canada (EDC),Export Credit & Insurance,Mohammed bin Rashid Al Maktoum Solar PV Phase III (800MW) PPP,"$72,000,000 ",6/12/2017,Middle East & North Africa,United Arab Emirates,Seih Al-Dilal,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financial Close,200,,,,200,,,,,,,,
Multilateral,Islamic Development Bank,Multilateral,Mohammed bin Rashid Al Maktoum Solar PV Phase III (800MW) PPP,"$110,000,000 ",6/12/2017,Middle East & North Africa,United Arab Emirates,Seih Al-Dilal,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financial Close,200,,,,200,,,,,,,,
South Korea,Korea Development Bank,Other Public Financer,Mohammed bin Rashid Al Maktoum Solar PV Phase III (800MW) PPP,"$72,000,000 ",6/12/2017,Middle East & North Africa,United Arab Emirates,Seih Al-Dilal,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financial Close,200,,,,200,,,,,,,,
Multilateral,World Bank - IBRD/IDA,Multilateral,Herat Electrification Project,"$1,000,000 ",6/13/2017,Central Asia and Caucasus,Afghanistan,,,,,World Bank Project Database Project Number: P162022,"The investment required depends on the specific project configuration.
If the characteristics of village used for the economic analysis can be considered representative, then the
investment cost of the four-pilot solar PV hybrid mini-grids will be about US$1 million. ",http://projects.worldbank.org/P162022?lang=en,,Renewables,Solar - minigrid,,,Financial Close,,,,,,,,,,,,,
Multilateral,World Bank - IBRD/IDA,Multilateral,Second Energy Sector Project,"$12,180,000 ",6/15/2017,Central Asia and Caucasus,Mongolia,,,,,World Bank Project Database Project Number: P152343,Renewable Energy Solar 29%,http://projects.worldbank.org/P152343?lang=en&tab=details,,Renewables,Solar,,,Financial Close,,,,,,,,,,,,,
Multilateral,World Bank - IBRD/IDA,Multilateral,Renewable Energy Fund,"$48,940,000 ",6/20/2017,Sub-Saharan Africa,Rwanda,,,,,World Bank Project Database Project Number: P160699,,http://projects.worldbank.org/P160699?lang=en&tab=details,,Renewables,,,,Financial Close,,,,,,,,,,,,,
Japan,Japan International Cooperation Agency (JICA),Other Public Financer,Borinquen I Geothermal Project (Guanacaste Geothermal Development Sector Loan),"$237,245,848 ",6/21/2017,Latin America & Caribbean,Costa Rica,,,,,https://www.jica.go.jp/english/news/press/2017/170621_01.html,,http://news.co.cr/japan-provides-us240m-in-financing-for-costa-ricas-third-geothermal-plant/62385/,,Renewables,Geothermal,,,,55,,,,,,,,,,,,
Multilateral,World Bank - IBRD/IDA,Multilateral,Electricity Service Access Project,"$26,500,000 ",6/27/2017,Sub-Saharan Africa,Zambia,,,,,World Bank Project Database Project Number: P162760,Renewable Energy Solar 22%,http://projects.worldbank.org/P162760?lang=en&tab=details,,Renewables,Solar,,,Financial Close,,,,,,,,,,,,,
Multilateral,World Bank - International Finance Corporation,Multilateral,Alibunar Wind Farm (42MW),"$67,740,000 ",6/28/2017,Europe,Serbia,, Elicio NV ,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,," $90,780,00.00 ",Financial Close,42,,,,42,,,,,,,,
China,China Development Bank,Other Public Financer,Medupi Coal Fired Power Station (4764 MW),"$1,500,000,000 ",7/6/2017,Sub-Saharan Africa,South Africa,,Eskom,,,http://www.climatechangenews.com/2017/07/12/china-signed-african-coal-deal-days-xi-low-emissions-pledge-g20/,,,,Coal Power Plant,Coal Power Plant - New,Supercritical,,Financial Close,,0,0,,,ESKOM HOLDINGS SOC LTD,HPE,ALSTOM,PB/ALST,,,,
Multilateral,European Investment Bank (EIB),Multilateral,VIOTIA WIND PARKS (48.6 MW),"$9,306,694 ",7/19/2017,Europe,Greece,European Union,TERNA ENERGY GROUP,,,http://www.eib.org/projects/loan/list/?sector=1000,,,,Renewables,wind,,,Financial Close,16.2,,,,,,,,,,,,
Multilateral,European Investment Bank (EIB),Multilateral,VIOTIA WIND PARKS (48.6 MW),"$10,092,134 ",7/19/2017,Europe,Greece,European Union,TERNA ENERGY GROUP,,,http://www.eib.org/projects/loan/list/?sector=1000,,,,Renewables,wind,,,Financial Close,16.2,,,,,,,,,,,,
Multilateral,European Investment Bank (EIB),Multilateral,VIOTIA WIND PARKS (48.6 MW),"$8,778,372 ",7/19/2017,Europe,Greece,European Union,TERNA ENERGY GROUP,,,http://www.eib.org/projects/loan/list/?sector=1000,,,,Renewables,wind,,,Financial Close,16.2,,,,,,,,,,,,
Multilateral,European Investment Bank (EIB),Multilateral,PAMIGA WATER & RENEWABLE ENERGY THROUGH MICROFIN,"$1,455,822 ",7/19/2017,Sub-Saharan Africa,Multiple Countries,,PAMIGA ASSOCIATION,,,http://www.eib.org/projects/loan/loan/20130648,,,,Renewables,,,,Financial Close,,,,,,,,,,,,,
Multilateral,World Bank - International Finance Corporation,Multilateral,Phoenix Power1  ,"$25,000,000 ",7/20/2017,Middle East & North Africa,Egypt,"The project will be located within Egypt's New and Renewable Energy Agency (NREA)'s 37.2&nbsp;km2 Benban 1.8 GW PV solar park comprising 39 separate PV plots, situated 12&nbsp;km west of the nearest village (Benban), and 15&nbsp;km west of the Nile River. &nbsp;It is 40&nbsp;km northwest of Aswan city, in the Aswan Governorate of Upper Egypt.&nbsp; The project occupies an 110-hectare plot (SBN 32-4) located on the southern boundary of the Benban PV solar park.","The Project Company, Phoenix Power 1 SAE&nbsp;will be&nbsp;owned by a consortium constituted of Phoenix Power Venture SAL (51% shareholder, the ""Sponsor""), Infinity Solar Energy SAE (23.8% shareholder), ib vogt GmbH (23.8% shareholder), and Cedrus Enterprises Holding SAL (1.4% shareholder) at Financial Close.&nbsp;&nbsp;The Sponsor has selected ib vogt GmbH as the Engineering, Procurement, and Construction (EPC) and Operations and Maintenance (O&M) contractor.&nbsp;",PHOENIX POWER 1 SAE,,World Bank Project Database Project number 37591,"The project involves the development,&nbsp;financing, construction, operation and maintenance of&nbsp;a greenfield 50MW photovoltaic (PV) plant as part of Round 2 of the Egyptian Government feed-in-tariff (FiT) scheme for domestic solar PV and wind energy projects. The project is being developed by a Special Purpose Vehicle (SPV), Phoenix Power 1 SAE&nbsp;currently owned by a Joint Venture (JV) consortium of Phoenix Power Venture SAL and Cedrus Enterprises Holding SAL.&nbsp;&nbsp;",,,Renewables,Solar,N/A," The total project cost is up to US$75-80 million with an IFC A loan of up to US$15-20 million and syndications of up to US$45 million, and the balance to be covered by equity. ",Financial Close,,,,,,,,,,,,,
Multilateral,World Bank - International Finance Corporation,Multilateral,PRICO Solar Gaza,"$4,400,000 ",7/24/2017,Middle East & North Africa,Palestine,"The project will be located in the GIE, which is approximately 3 kilometers east of Gaza City.&nbsp;&nbsp;The GIE was established with the assistance of both the World Bank and USAID.&nbsp; Agricultural lands are located to the north, south and west of the GIE with the border of Israel to its east.&nbsp; There are also scattered residences to the west of the GIE with more densely distributed structures/residences to the west of Road 4 (approximately 300-m from the GIE).&nbsp; Imported construction materials will pass through the Karm Abu Salem crossing (located 35-kilometers south of the project site), and the route does not cross through residential areas. The concession agreement between the Palestinian National Authority and Palestine Industrial Estate Company (PIEDCO) was signed in 1996 for a 49-year period with eligibility for an extension of another 49 years.&nbsp; Totaling 50 hectares, the GIE consists of a mix of light industry including bottling factories, food production, woodshops and plastics for domestic products (e.g. plumping, piping).&nbsp;","The project's Sponsor is&nbsp;PRICO. Established in 1994, PRICO is a real estate developer in West Bank & Gaza which specializes in real estate development, property management and contracting. The company is listed on the Palestine Stock Exchange since 1997 and&nbsp;is 74% owned by Palestine Development & Investment Company (PADICO). PADICO is&nbsp;a holding entity with investments in strategic sectors of the West Bank & Gaza economy including real estate, telecommunications, infrastructure, industry and financial services.",PRICO FOR OPERATION AND MAINTENANCE LTD,,World Bank Project Database Project number 38674,"The proposed investment is for the financing of a 7 megawatt peak rooftop photovoltaic ('PV') solar energy project to provide the Gaza Industrial Estate ('GIE') with a source of domestic power generation (the 'Project'). The project will be developed by two special vehicles, one based in the West Bank and one in Gaza, to attend to the various aspects of the financing and operation of the project. The two special vehicles are &nbsp;wholly owned subsidiaries of the Palestine Real Estate Investment Company ('PRICO or the 'Client'). PRICO is a company organized under the laws in force in the West Bank Palestinian Territories.The project is expected to provide up to 80 percent of expected electricity needs of GIE at a price substantially lower than the alternatives. GIE is connected to the grid and will enter under a net metering agreement with local distribution company Gaza Electricity Distribution Company (GEDCO). This project is proposed as an integrated World Bank-IFC investment with the World Bank providing investment co-financing for an expected 10 percent of the project costs through its 'Finance for Jobs' (F4J) Series of Projects (SOP). The project is expected to help alleviate the ongoing electricity shortage in Gaza, which has electricity availability averaging only 8 hours a day.",,,Renewables,Solar,N/A, The project has a total estimated cost of up to US$12 million. The proposed IFC investment will comprise (i) an A Loan of up to US$4 million and (ii) a senior concessional loan of up to US$4 million from IFC as implementing entity of the IFC Canada Climate Change Program ('IFC  CCCP') . ,Financial Close,,,,,,,,,,,,,
